Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Revenue,Cost,Profit,Profit_Margin,Forecast_Error,Absolute_Forecast_Error,Low_Stock_Flag,Replenishment_Flag,Risk_Level,Recommendation,Recommendation_Reason
01-01-2024,SKU_15,WH_2,SUP_1,West,11,928,8,386,0,11.37,14.92,0,0,16.55,164.12,125.07,39.05,23.79,-5.55,5.55,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_15,WH_3,SUP_9,West,21,794,7,265,0,6.24,9.99,0,0,20.69,209.79,131.04,78.75,37.54,0.31,0.31,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_15,WH_4,SUP_6,West,22,681,5,224,0,13.52,23.32,0,0,18.52,513.04,297.44,215.6,42.02,3.48,3.48,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_15,WH_5,SUP_7,South,20,628,14,279,0,15.48,21.47,0,0,20.05,429.4,309.6,119.8,27.9,-0.05,0.05,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_16,WH_1,SUP_9,North,13,890,14,328,0,11.96,17.38,0,0,12.49,225.94,155.48,70.46,31.19,0.51,0.51,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_16,WH_2,SUP_4,West,28,492,11,327,0,19.0,26.16,0,0,27.53,732.48,532.0,200.48,27.37,0.47,0.47,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_16,WH_3,SUP_1,North,22,560,6,336,0,12.08,18.52,0,0,23.2,407.44,265.76,141.68,34.77,-1.2,1.2,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_16,WH_4,SUP_5,North,24,771,4,367,0,6.61,9.52,1,0,19.74,228.48,158.64,69.84,30.57,4.26,4.26,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_16,WH_5,SUP_5,South,19,482,2,394,0,13.23,20.46,0,0,22.43,388.74,251.37,137.37,35.34,-3.43,3.43,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_17,WH_1,SUP_1,East,18,945,10,268,0,14.9,26.61,0,0,22.99,478.98,268.2,210.78,44.01,-4.99,4.99,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_17,WH_2,SUP_8,South,22,546,13,372,0,16.68,21.24,0,0,22.37,467.28,366.96,100.32,21.47,-0.37,0.37,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_17,WH_3,SUP_7,North,25,703,3,339,0,16.8,28.54,0,0,23.0,713.5,420.0,293.5,41.14,2.0,2.0,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_17,WH_4,SUP_4,North,18,512,5,341,0,8.62,10.66,0,0,9.45,191.88,155.16,36.72,19.14,8.55,8.55,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_17,WH_5,SUP_10,South,10,549,8,321,0,7.73,13.36,0,0,5.37,133.6,77.3,56.3,42.14,4.63,4.63,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_18,WH_1,SUP_2,West,22,548,2,346,0,8.62,10.49,0,0,17.72,230.78,189.64,41.14,17.83,4.28,4.28,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_18,WH_2,SUP_3,East,16,895,10,270,0,17.51,24.82,0,0,15.84,397.12,280.16,116.96,29.45,0.16,0.16,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_18,WH_3,SUP_2,East,26,840,9,213,0,15.53,20.4,0,0,26.06,530.4,403.78,126.62,23.87,-0.06,0.06,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_18,WH_4,SUP_6,West,21,581,6,250,0,5.35,9.51,0,0,23.32,199.71,112.35,87.36,43.74,-2.32,2.32,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_18,WH_5,SUP_8,West,18,523,13,394,0,13.35,21.48,0,0,20.72,386.64,240.3,146.34,37.85,-2.72,2.72,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_19,WH_1,SUP_8,North,13,509,8,287,0,12.4,18.41,0,0,11.58,239.33,161.2,78.13,32.65,1.42,1.42,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_19,WH_2,SUP_1,South,19,605,8,316,0,12.67,18.56,1,0,18.25,352.64,240.73,111.91,31.73,0.75,0.75,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_19,WH_3,SUP_8,North,16,806,4,295,0,14.17,23.01,1,0,18.01,368.16,226.72,141.44,38.42,-2.01,2.01,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_19,WH_4,SUP_7,South,12,639,4,352,0,5.41,7.4,0,0,13.69,88.8,64.92,23.88,26.89,-1.69,1.69,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_19,WH_5,SUP_10,East,19,638,7,281,0,15.87,25.1,0,0,20.4,476.9,301.53,175.37,36.77,-1.4,1.4,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_2,WH_1,SUP_7,West,17,971,13,228,0,19.76,35.1,0,0,17.33,596.7,335.92,260.78,43.7,-0.33,0.33,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_2,WH_2,SUP_10,North,22,925,8,377,0,16.77,22.06,0,0,22.39,485.32,368.94,116.38,23.98,-0.39,0.39,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_2,WH_3,SUP_9,South,18,892,10,319,0,5.02,7.82,0,0,20.31,140.76,90.36,50.4,35.81,-2.31,2.31,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_2,WH_4,SUP_5,West,21,544,6,290,0,7.06,10.96,0,0,25.28,230.16,148.26,81.9,35.58,-4.28,4.28,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_2,WH_5,SUP_2,West,15,844,14,267,0,15.0,26.38,0,0,13.17,395.7,225.0,170.7,43.14,1.83,1.83,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_20,WH_1,SUP_6,West,19,523,9,295,0,9.55,16.05,1,0,22.74,304.95,181.45,123.5,40.5,-3.74,3.74,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_20,WH_2,SUP_2,South,14,687,9,336,0,12.31,20.86,0,0,15.94,292.04,172.34,119.7,40.99,-1.94,1.94,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_20,WH_3,SUP_3,East,28,832,3,319,0,14.9,25.16,0,0,27.23,704.48,417.2,287.28,40.78,0.77,0.77,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_20,WH_4,SUP_6,East,33,925,2,327,0,16.89,23.51,0,0,30.87,775.83,557.37,218.46,28.16,2.13,2.13,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_20,WH_5,SUP_5,South,12,826,2,246,0,10.07,18.03,0,0,5.82,216.36,120.84,95.52,44.15,6.18,6.18,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_21,WH_1,SUP_8,North,20,739,11,245,0,19.68,23.66,0,0,16.81,473.2,393.6,79.6,16.82,3.19,3.19,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_21,WH_2,SUP_1,South,24,617,7,349,0,8.18,12.0,0,0,24.26,288.0,196.32,91.68,31.83,-0.26,0.26,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_21,WH_3,SUP_2,West,15,981,10,283,0,5.75,8.47,0,0,17.62,127.05,86.25,40.8,32.11,-2.62,2.62,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_21,WH_4,SUP_2,South,22,619,8,379,0,12.65,20.04,0,0,13.98,440.88,278.3,162.58,36.88,8.02,8.02,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_21,WH_5,SUP_1,North,22,751,8,309,0,13.11,23.25,0,0,19.07,511.5,288.42,223.08,43.61,2.93,2.93,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_22,WH_1,SUP_1,West,14,947,4,282,0,8.88,12.51,0,0,18.94,175.14,124.32,50.82,29.02,-4.94,4.94,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_22,WH_2,SUP_4,North,16,725,7,261,0,9.82,14.68,1,0,15.42,234.88,157.12,77.76,33.11,0.58,0.58,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_22,WH_3,SUP_9,East,20,705,4,211,0,18.38,32.58,0,0,17.57,651.6,367.6,284.0,43.59,2.43,2.43,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_22,WH_4,SUP_2,West,25,638,11,374,0,19.16,23.34,0,0,20.67,583.5,479.0,104.5,17.91,4.33,4.33,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_22,WH_5,SUP_8,North,23,500,4,326,0,16.45,25.06,0,0,20.6,576.38,378.35,198.03,34.36,2.4,2.4,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_23,WH_1,SUP_9,East,20,638,8,239,0,9.05,14.03,0,0,20.47,280.6,181.0,99.6,35.5,-0.47,0.47,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_23,WH_2,SUP_6,South,16,701,12,312,0,6.68,11.81,0,0,14.93,188.96,106.88,82.08,43.44,1.07,1.07,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_23,WH_3,SUP_6,North,26,763,5,293,0,18.08,23.36,0,0,20.58,607.36,470.08,137.28,22.6,5.42,5.42,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_23,WH_4,SUP_8,West,22,888,14,236,0,15.4,18.69,0,0,22.36,411.18,338.8,72.38,17.6,-0.36,0.36,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_23,WH_5,SUP_1,South,14,759,3,383,0,19.43,28.74,0,0,14.04,402.36,272.02,130.34,32.39,-0.04,0.04,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_24,WH_1,SUP_2,West,17,575,2,288,0,6.14,10.22,0,0,19.29,173.74,104.38,69.36,39.92,-2.29,2.29,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_24,WH_2,SUP_7,South,24,807,5,365,0,19.69,29.64,0,0,25.32,711.36,472.56,238.8,33.57,-1.32,1.32,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_24,WH_3,SUP_3,North,13,808,10,209,0,10.59,15.15,0,0,13.38,196.95,137.67,59.28,30.1,-0.38,0.38,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_24,WH_4,SUP_3,West,25,536,13,301,0,7.11,12.19,0,0,25.23,304.75,177.75,127.0,41.67,-0.23,0.23,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_24,WH_5,SUP_4,South,27,786,7,313,0,7.27,12.17,0,0,23.29,328.59,196.29,132.3,40.26,3.71,3.71,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_25,WH_1,SUP_10,North,29,606,5,314,0,14.23,20.28,0,0,26.81,588.12,412.67,175.45,29.83,2.19,2.19,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_25,WH_2,SUP_2,East,28,495,3,352,0,5.07,6.95,1,0,27.99,194.6,141.96,52.64,27.05,0.01,0.01,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_25,WH_3,SUP_1,East,24,826,7,232,0,6.51,8.04,0,0,27.04,192.96,156.24,36.72,19.03,-3.04,3.04,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_25,WH_4,SUP_6,West,21,583,9,273,0,12.02,19.24,0,0,20.17,404.04,252.42,151.62,37.53,0.83,0.83,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_25,WH_5,SUP_8,South,19,578,7,311,0,8.45,14.29,0,0,11.91,271.51,160.55,110.96,40.87,7.09,7.09,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_26,WH_1,SUP_7,North,24,860,2,335,0,18.22,23.67,1,0,22.66,568.08,437.28,130.8,23.02,1.34,1.34,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_26,WH_2,SUP_10,East,9,856,5,273,0,8.5,11.16,0,0,11.03,100.44,76.5,23.94,23.84,-2.03,2.03,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_26,WH_3,SUP_2,West,19,829,14,222,0,7.66,9.43,0,0,18.9,179.17,145.54,33.63,18.77,0.1,0.1,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_26,WH_4,SUP_7,West,20,661,14,331,0,8.71,13.65,0,0,20.42,273.0,174.2,98.8,36.19,-0.42,0.42,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_26,WH_5,SUP_10,East,21,791,4,393,0,17.15,27.81,0,0,17.34,584.01,360.15,223.86,38.33,3.66,3.66,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_27,WH_1,SUP_6,South,20,724,2,389,0,5.89,7.48,0,0,17.75,149.6,117.8,31.8,21.26,2.25,2.25,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_27,WH_2,SUP_6,South,24,909,4,223,0,16.3,21.54,0,0,20.33,516.96,391.2,125.76,24.33,3.67,3.67,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_27,WH_3,SUP_3,North,19,762,3,296,0,9.18,15.91,0,0,22.7,302.29,174.42,127.87,42.3,-3.7,3.7,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_27,WH_4,SUP_4,South,24,966,14,289,0,13.84,20.65,0,0,22.94,495.6,332.16,163.44,32.98,1.06,1.06,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_27,WH_5,SUP_2,West,18,514,2,353,0,17.89,25.71,0,0,18.99,462.78,322.02,140.76,30.42,-0.99,0.99,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_28,WH_1,SUP_2,East,24,952,10,208,0,9.26,11.65,0,0,22.44,279.6,222.24,57.36,20.52,1.56,1.56,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_28,WH_2,SUP_8,East,22,965,2,392,0,13.98,19.33,0,0,19.56,425.26,307.56,117.7,27.68,2.44,2.44,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_28,WH_3,SUP_4,North,21,859,10,243,0,10.6,14.06,0,0,17.86,295.26,222.6,72.66,24.61,3.14,3.14,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_28,WH_4,SUP_2,East,16,486,3,333,0,6.52,7.94,0,0,13.66,127.04,104.32,22.72,17.88,2.34,2.34,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_28,WH_5,SUP_7,North,25,785,12,360,0,15.99,26.08,0,0,23.12,652.0,399.75,252.25,38.69,1.88,1.88,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_29,WH_1,SUP_5,South,19,882,5,218,0,7.0,11.27,0,0,16.18,214.13,133.0,81.13,37.89,2.82,2.82,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_29,WH_2,SUP_7,West,16,772,14,346,0,15.38,19.9,0,0,14.83,318.4,246.08,72.32,22.71,1.17,1.17,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_29,WH_3,SUP_7,East,26,777,3,273,0,17.71,22.87,0,0,32.97,594.62,460.46,134.16,22.56,-6.97,6.97,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_29,WH_4,SUP_4,South,22,669,14,334,0,13.96,18.45,0,0,25.2,405.9,307.12,98.78,24.34,-3.2,3.2,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_29,WH_5,SUP_3,East,11,830,11,218,0,17.01,22.47,0,0,14.33,247.17,187.11,60.06,24.3,-3.33,3.33,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_3,WH_1,SUP_8,South,10,650,14,240,0,7.72,13.54,0,0,11.33,135.4,77.2,58.2,42.98,-1.33,1.33,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_3,WH_2,SUP_6,South,32,855,13,270,0,13.3,23.47,1,0,33.51,751.04,425.6,325.44,43.33,-1.51,1.51,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
01-01-2024,SKU_3,WH_3,SUP_8,North,14,973,9,249,0,6.21,9.91,0,0,13.94,138.74,86.94,51.8,37.34,0.06,0.06,0,0,LOW,NO ACTION,Inventory is currently above the reorder threshold with sufficient forecast coverage.
